Splice_events,10067221,10067224,10067225,10067226,10067227,10067228,10067273,10067495,10067498,10067515,10067517,10071462,10067830,10068771,10068770,10068767,10070132,10070130,10067222,10071474,10071883,10070131,10067836,10067490,10067492,10068758,10068762,10071448,10067261,10067229,10067241,10069339,10067247,10067251,10067231,10067238,10071454,10075238,10068757,10071488,10071472,10069329,10067211,10067220,10067236,10071478,10067243,10067826
226_408,0.24375,0.11732776617954072,0.07914151576123407,0.20203951561504144,0.14449213161659513,0.011797090051120724,0.07936507936507936,0.16581632653061223,0.1364226938068428,0.1040863531225906,0.24270353302611367,0.06540447504302926,0.13135313531353135,0.20045129748025572,0.14348249027237353,0.057926829268292686,0.15947035118019573,0.22719449225473323,0.03079568547756761,0.22795698924731184,0.1043602573266619,0.13839285714285715,0.11441144114411442,0.16442239546420978,0.23305954825462014,0.171960569550931,0.20632279534109818,0.15224191866527634,0.2311178247734139,0.2348916761687571,0.12160493827160494,0.1251798561151079,0.17132867132867133,0.06329113924050633,0.1035007610350076,0.07790077900779008,0.19820554649265906,0.17332641411520497,0.06253369272237197,0.23877551020408164,0.11965811965811966,0.2402022756005057,0.11566707466340269,0.12638580931263857,0.12312262749628651,0.16254681647940075,0.2818233944954128,0.14719538210565944
226_Unspliced 5p,0.425,0.05720250521920668,0.1210596914822267,0.12810707456978968,0.08583690987124463,0.09437672040896579,0.03968253968253968,0.11224489795918367,0.04677349501948896,0.04510408635312259,0.11981566820276497,0.1153184165232358,0.04950495049504951,0.0498307634449041,0.06566147859922179,0.12271341463414634,0.05238917674150835,0.12736660929432014,0.035954353603251527,0.10752688172043011,0.07505360972122944,0.08737244897959184,0.04950495049504951,0.05244507441530829,0.12833675564681724,0.09419496166484119,0.11896838602329451,0.054223149113660066,0.07915407854984895,0.12200684150513112,0.04506172839506173,0.17266187050359713,0.08741258741258741,0.038370253164556965,0.0989345509893455,0.09061090610906108,0.06851549755301795,0.1743642968344577,0.03701707097933513,0.07142857142857142,0.06837606837606838,0.06826801517067003,0.030599755201958383,0.06873614190687362,0.07096880673378446,0.04344569288389513,0.0860091743119266,0.04743380599824319
Unspliced 3p_408,0.33125,0.030480167014613778,0.08383635144198524,0.08221797323135756,0.08226037195994278,0.041093197011403855,0.025396825396825397,0.08418367346938775,0.03854482459939368,0.03122590593677718,0.0890937019969278,0.06368330464716007,0.039603960396039604,0.025761564497931554,0.02772373540856031,0.09375,0.04548071387449626,0.18588640275387264,0.031733625136782864,0.1032258064516129,0.08506075768406005,0.056760204081632654,0.03850385038503851,0.03579021970233877,0.07392197125256673,0.09200438116100766,0.0632279534109817,0.03023983315954119,0.08610271903323263,0.10832383124287344,0.03888888888888889,0.14244604316546763,0.06643356643356643,0.03164556962025317,0.06925418569254185,0.04264042640426404,0.026101141924959218,0.10326933056564608,0.034321653189577715,0.044897959183673466,0.05641025641025641,0.07332490518331226,0.022643818849449205,0.08093126385809313,0.07162898168014524,0.045692883895131084,0.04988532110091743,0.022085581628811645
226_525,,0.009603340292275574,0.0053655264922870555,0.007010834926704908,0.012160228898426323,0.002162799842705466,0.020634920634920634,0.04336734693877551,0.006929406669553919,0.003469545104086353,0.004608294930875576,0.004302925989672977,0.011881188118811881,0.034599473486273034,0.027237354085603113,0.001524390243902439,0.010362694300518135,,0.001563232765358762,0.010752688172043012,0.007147962830593281,0.01211734693877551,0.009900990099009901,0.00885896527285613,0.009240246406570842,0.025191675794085433,0.016638935108153077,0.014598540145985401,0.008157099697885197,0.03078677309007982,0.018518518518518517,0.012949640287769784,0.03496503496503497,0.007911392405063292,0.01598173515981735,0.01066010660106601,0.015497553017944535,0.012454592631032694,0.004132973944294699,0.018367346938775512,0.01282051282051282,0.06700379266750948,0.0055079559363525096,0.008869179600886918,0.009242449249050998,0.014232209737827715,0.017488532110091742,0.007403689296022086
226_3357,,0.0012526096033402922,0.001676727028839705,,0.005722460658082976,,0.009523809523809525,,0.0173235166738848,0.01927525057825752,,0.011187607573149742,0.018481848184818482,,0.004377431906614786,,0.002302820955670697,0.0068846815834767644,,,0.010721944245889922,0.00701530612244898,0.0176017601760176,0.012756909992912827,,,,0.013555787278415016,,,,,,0.0011867088607594937,0.01141552511415525,0.009020090200902008,,,,,0.010256410256410256,,,0.004434589800443459,,0.01647940074906367,,0.00025097251850922326
572_845,,0.0008350730688935282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880_2708,,0.0020876826722338203,0.0026827632461435278,,0.029327610872675252,,0.014285714285714285,0.00510204081632653,0.00996102208748376,0.008481110254433308,,0.01549053356282272,0.021122112211221122,,0.030155642023346304,0.004573170731707317,0.012665515256188831,,0.015476004377051744,,0.017155110793423873,0.01403061224489796,0.015401540154015401,0.01559177888022679,,,0.03410981697171381,0.01251303441084463,,,,,0.006993006993006993,0.011075949367088608,0.0121765601217656,0.0036900369003690036,,,0.016352201257861635,,0.01282051282051282,,,0.011086474501108648,,0.021722846441947566,,0.00037645877776383487
880_3357,,0.005427974947807933,0.009725016767270288,,0.1323319027181688,0.0031458906802988595,0.0873015873015873,,0.12516240796881767,0.10485736314572089,,0.04819277108433735,0.10495049504950495,0.000940203083866115,0.13715953307392997,0.014481707317073171,0.08750719631548647,0.08950086058519793,0.02251055182116617,,0.07791279485346676,0.10204081632653061,0.1419141914191419,0.11941885187810064,,,0.04326123128119801,0.09906152241918666,0.0006042296072507553,,,,,0.017009493670886076,0.05555555555555555,0.043870438704387046,,,,,0.07435897435897436,,0.11383108935128519,0.0975609756097561,,0.10187265917602996,,0.0008784038147822813
7702_7841,,0.015448851774530271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
